organism,contig,position
1262915.PRJEB798,1262915.PRJEB798.CBDN010000200,1720553
1262915.PRJEB798,1262915.PRJEB798.CBDN010000204,1734609
1262915.PRJEB798,1262915.PRJEB798.CBDN010000182,1744685
1262915.PRJEB798,1262915.PRJEB798.CBDN010000117,1746480
1262915.PRJEB798,1262915.PRJEB798.CBDN010000111,1765845
1262915.PRJEB798,1262915.PRJEB798.CBDN010000110,1807531
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000137,0
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000012,1265
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000013,16934
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000010,88851
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000011,179591
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000016,267574
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000014,344369
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000015,351778
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000018,423176
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000049,495813
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000041,523207
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000042,563234
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000029,603037
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000028,657078
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000027,713619
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000026,773108
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000025,832581
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000024,894248
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000021,962113
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000020,973923
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000066,1045747
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000089,1063261
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000088,1070761
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000085,1078791
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000087,1087650
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000086,1095746
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000081,1103925
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000080,1113821
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000083,1123846
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000034,1133447
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000035,1135249
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000037,1184366
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000032,1233243
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000140,1284282
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000141,1285417
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000142,1286529
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000143,1287591
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000144,1288616
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000098,1289625
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000099,1295040
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000092,1300287
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000090,1306656
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000091,1308731
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000096,1310938
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000094,1316691
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000095,1322719
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000048,1328513
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000040,1358004
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000045,1398315
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000044,1434351
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000047,1470662
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000046,1500659
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000101,1531511
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000030,1536216
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000031,1587494
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000033,1638565
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000084,1689061
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000082,1698264
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000017,1708093
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000019,1782646
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000057,1855180
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000054,1879076
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000055,1904015
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000052,1928399
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000053,1955074
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000050,1980934
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000051,2007902
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000058,2034816
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000059,2058566
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000043,2082118
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000063,2121358
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000062,2141550
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000061,2161935
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000060,2182380
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000067,2203634
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000065,2220570
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000064,2240244
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000069,2260167
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000068,2275670
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000038,2291651
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000039,2339145
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000036,2383060
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000131,2432714
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000139,2434218
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000138,2435468
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000070,2436721
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000071,2451476
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000072,2466070
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000073,2479808
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000074,2493244
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000075,2506206
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000076,2519122
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000077,2531578
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000078,2543546
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000079,2554361
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000122,2564844
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000123,2566668
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000120,2568487
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000121,2570459
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000126,2572294
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000127,2574014
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000124,2575673
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000125,2577483
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000128,2579211
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000129,2580841
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000135,2582404
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000134,2583693
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000130,2585059
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000133,2586579
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000132,2587953
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000119,2589368
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000118,2591346
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000117,2593329
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000116,2595382
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000115,2597440
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000114,2599545
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000113,2601698
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000112,2603995
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000111,2606371
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000110,2609123
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000056,2611889
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000097,2635986
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000108,2641523
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000109,2644556
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000104,2647431
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000105,2651576
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000106,2655346
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000107,2659081
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000100,2662447
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000102,2667222
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000103,2671878
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000005,2676207
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000004,2722333
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000007,2827681
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000006,2920674
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000001,2969298
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000000,3134123
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000003,3134267
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000002,3244883
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000009,3362514
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000008,3408582
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000136,3453828
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000093,3455096
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000023,3461192
1280698.PRJNA185710,1280698.PRJNA185710.AUJS01000022,3532376
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000013,0
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000012,668324
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000011,1286378
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000010,1538895
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000004,1796013
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000007,1856639
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000000,2090401
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000002,2090414
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000003,2105620
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000006,2110498
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000008,2340884
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000009,2709507
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000001,2750708
1504823.PRJEB6481,1504823.PRJEB6481.CCMM01000005,2756044
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000082,0
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000083,10843
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000086,28905
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000091,33728
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000090,85217
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000097,86495
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000096,87875
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000095,96641
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000094,112523
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000116,114385
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000117,137018
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000114,138965
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000115,148265
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000112,164139
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000113,178079
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000110,180271
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000111,187284
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000118,188278
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000119,190719
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000075,191498
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000072,200428
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000123,214813
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000122,215505
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000121,220898
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000120,221706
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000127,222516
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000126,223101
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000125,224849
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000124,237387
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000129,245045
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000128,245987
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000062,246906
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000063,281414
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000066,297297
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000064,359941
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000065,392388
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000067,394775
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000036,396335
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000053,409755
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000050,438990
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000099,476440
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000130,485153
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000131,494515
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000047,495044
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000040,499404
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000042,541642
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000043,565784
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000057,583417
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000052,596716
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000068,607693
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000069,623039
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000059,633117
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000058,699395
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000074,730134
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000077,748416
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000076,751560
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000071,765734
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000070,794509
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000073,820676
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000079,843252
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000078,854712
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000098,865683
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000093,871569
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000092,874160
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000048,883125
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000049,885554
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000041,926442
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000037,929260
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000089,958065
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000087,962802
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000039,974952
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000038,985906
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000044,993796
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000045,1013669
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000046,1033815
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000061,1065331
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000026,1106745
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000027,1138668
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000024,1180467
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000025,1192146
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000022,1197551
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000023,1237095
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000020,1275412
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000021,1282733
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000028,1286464
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000029,1299729
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000016,1381062
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000060,1421168
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000088,1463115
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000080,1467812
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000081,1468947
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000084,1471771
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000085,1482637
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000018,1499705
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000013,1581560
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000012,1595751
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000011,1646990
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000010,1673244
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000017,1704613
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000015,1728318
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000014,1740833
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000031,1854603
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000030,1890105
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000033,1893794
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000032,1980125
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000035,1984444
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000034,2010373
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000000,2090572
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000001,2090703
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000002,2134471
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000003,2239738
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000004,2245109
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000005,2268198
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000006,2296468
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000007,2341749
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000008,2359038
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000009,2417588
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000056,2419302
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000055,2472576
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000054,2518633
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000051,2570766
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000019,2612225
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000109,2669305
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000108,2670072
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000101,2671159
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000100,2677662
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000103,2678561
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000102,2679061
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000105,2699691
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000104,2700276
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000107,2710792
1519439.PRJNA253252,1519439.PRJNA253252.JPJG01000106,2721155
1680.PRJNA240293,1680.PRJNA240293.CP007443,0
1683.PRJNA239835,1683.PRJNA239835.JGYL01000002,0
1683.PRJNA239835,1683.PRJNA239835.JGYL01000003,280831
1683.PRJNA239835,1683.PRJNA239835.JGYL01000001,422445
1683.PRJNA239835,1683.PRJNA239835.JGYL01000006,1040532
1683.PRJNA239835,1683.PRJNA239835.JGYL01000005,1042461
1683.PRJNA239835,1683.PRJNA239835.JGYL01000004,1239847
216816.PRJNA251950,216816.PRJNA251950.CP008885,0
245018.PRJNA45957,245018.PRJNA45957.FP929061,0
349741.PRJNA20089,349741.PRJNA20089.CP001071,0
411459.PRJNA18147,411459.PRJNA18147.DS264326,0
411459.PRJNA18147,411459.PRJNA18147.DS264327,11349
411459.PRJNA18147,411459.PRJNA18147.DS264324,19885
411459.PRJNA18147,411459.PRJNA18147.DS264320,33493
411459.PRJNA18147,411459.PRJNA18147.DS264321,50462
411459.PRJNA18147,411459.PRJNA18147.DS264289,71988
411459.PRJNA18147,411459.PRJNA18147.DS264313,250554
411459.PRJNA18147,411459.PRJNA18147.DS264310,279715
411459.PRJNA18147,411459.PRJNA18147.DS264302,367166
411459.PRJNA18147,411459.PRJNA18147.DS264303,422391
411459.PRJNA18147,411459.PRJNA18147.DS264304,572853
411459.PRJNA18147,411459.PRJNA18147.DS264305,691285
411459.PRJNA18147,411459.PRJNA18147.DS264306,761222
411459.PRJNA18147,411459.PRJNA18147.DS264307,883956
411459.PRJNA18147,411459.PRJNA18147.DS264308,1003709
411459.PRJNA18147,411459.PRJNA18147.DS264309,1059128
411459.PRJNA18147,411459.PRJNA18147.DS264340,1098561
411459.PRJNA18147,411459.PRJNA18147.DS264341,1557812
411459.PRJNA18147,411459.PRJNA18147.DS264342,1558879
411459.PRJNA18147,411459.PRJNA18147.DS264292,1661278
411459.PRJNA18147,411459.PRJNA18147.DS264293,1663889
411459.PRJNA18147,411459.PRJNA18147.DS264290,1666301
411459.PRJNA18147,411459.PRJNA18147.DS264291,1669118
411459.PRJNA18147,411459.PRJNA18147.DS264296,1671892
411459.PRJNA18147,411459.PRJNA18147.DS264297,1730529
411459.PRJNA18147,411459.PRJNA18147.DS264294,1842888
411459.PRJNA18147,411459.PRJNA18147.DS264295,1895848
411459.PRJNA18147,411459.PRJNA18147.DS264298,1907353
411459.PRJNA18147,411459.PRJNA18147.DS264299,2019425
411459.PRJNA18147,411459.PRJNA18147.DS264325,2020239
411459.PRJNA18147,411459.PRJNA18147.DS264322,2031683
411459.PRJNA18147,411459.PRJNA18147.DS264328,2052902
411459.PRJNA18147,411459.PRJNA18147.DS264323,2204639
411459.PRJNA18147,411459.PRJNA18147.DS264329,2222526
411459.PRJNA18147,411459.PRJNA18147.DS264312,2228714
411459.PRJNA18147,411459.PRJNA18147.DS264339,2306949
411459.PRJNA18147,411459.PRJNA18147.DS264334,2490378
411459.PRJNA18147,411459.PRJNA18147.DS264317,2492554
411459.PRJNA18147,411459.PRJNA18147.DS264316,2526006
411459.PRJNA18147,411459.PRJNA18147.DS264315,2579008
411459.PRJNA18147,411459.PRJNA18147.DS264314,2637020
411459.PRJNA18147,411459.PRJNA18147.DS264311,2700126
411459.PRJNA18147,411459.PRJNA18147.DS264338,2917772
411459.PRJNA18147,411459.PRJNA18147.DS264335,3351762
411459.PRJNA18147,411459.PRJNA18147.DS264319,3352029
411459.PRJNA18147,411459.PRJNA18147.DS264318,3370028
411459.PRJNA18147,411459.PRJNA18147.DS264300,3402691
411459.PRJNA18147,411459.PRJNA18147.DS264301,3402825
411459.PRJNA18147,411459.PRJNA18147.DS264337,3432244
411459.PRJNA18147,411459.PRJNA18147.DS264336,3465704
411459.PRJNA18147,411459.PRJNA18147.DS264331,3612963
411459.PRJNA18147,411459.PRJNA18147.DS264330,3616361
411459.PRJNA18147,411459.PRJNA18147.DS264333,3621046
411459.PRJNA18147,411459.PRJNA18147.DS264332,3621896
411463.PRJNA18159,411463.PRJNA18159.DS264269,0
411463.PRJNA18159,411463.PRJNA18159.DS264268,150936
411463.PRJNA18159,411463.PRJNA18159.DS264264,223623
411463.PRJNA18159,411463.PRJNA18159.DS264263,317624
411463.PRJNA18159,411463.PRJNA18159.DS264262,320150
411463.PRJNA18159,411463.PRJNA18159.DS264267,326072
411463.PRJNA18159,411463.PRJNA18159.DS264266,332513
411463.PRJNA18159,411463.PRJNA18159.DS264265,418416
411463.PRJNA18159,411463.PRJNA18159.DS264281,727947
411463.PRJNA18159,411463.PRJNA18159.DS264280,790300
411463.PRJNA18159,411463.PRJNA18159.DS264283,836507
411463.PRJNA18159,411463.PRJNA18159.DS264282,989912
411463.PRJNA18159,411463.PRJNA18159.DS264285,1137119
411463.PRJNA18159,411463.PRJNA18159.DS264284,1385039
411463.PRJNA18159,411463.PRJNA18159.DS264287,1612200
411463.PRJNA18159,411463.PRJNA18159.DS264286,1612453
411463.PRJNA18159,411463.PRJNA18159.DS264288,1993306
411463.PRJNA18159,411463.PRJNA18159.DS264279,1993691
411463.PRJNA18159,411463.PRJNA18159.DS264272,2029356
411463.PRJNA18159,411463.PRJNA18159.DS264273,2030022
411463.PRJNA18159,411463.PRJNA18159.DS264276,2030775
411463.PRJNA18159,411463.PRJNA18159.DS264270,2044863
411463.PRJNA18159,411463.PRJNA18159.DS264271,2502362
411463.PRJNA18159,411463.PRJNA18159.DS264274,2793945
411463.PRJNA18159,411463.PRJNA18159.DS264275,2794053
411463.PRJNA18159,411463.PRJNA18159.DS264278,2806035
411463.PRJNA18159,411463.PRJNA18159.DS264277,2851144
411469.PRJNA18177,411469.PRJNA18177.ACEP01000066,0
411469.PRJNA18177,411469.PRJNA18177.ACEP01000067,5183
411469.PRJNA18177,411469.PRJNA18177.ACEP01000064,27703
411469.PRJNA18177,411469.PRJNA18177.ACEP01000065,222601
411469.PRJNA18177,411469.PRJNA18177.ACEP01000062,228176
411469.PRJNA18177,411469.PRJNA18177.ACEP01000063,233462
411469.PRJNA18177,411469.PRJNA18177.ACEP01000060,256337
411469.PRJNA18177,411469.PRJNA18177.ACEP01000061,274204
411469.PRJNA18177,411469.PRJNA18177.ACEP01000068,287034
411469.PRJNA18177,411469.PRJNA18177.ACEP01000069,299487
411469.PRJNA18177,411469.PRJNA18177.ACEP01000174,345430
411469.PRJNA18177,411469.PRJNA18177.ACEP01000175,378109
411469.PRJNA18177,411469.PRJNA18177.ACEP01000170,381836
411469.PRJNA18177,411469.PRJNA18177.ACEP01000171,384635
411469.PRJNA18177,411469.PRJNA18177.ACEP01000172,402530
411469.PRJNA18177,411469.PRJNA18177.ACEP01000173,446156
411469.PRJNA18177,411469.PRJNA18177.ACEP01000099,446774
411469.PRJNA18177,411469.PRJNA18177.ACEP01000098,447595
