ori_id	asm_id	refseq	hit	gn:kegg	ori_pos	fname	genome_len
ORI96010007	GCF_000284295.1	NC_017093.1	REFSEQ	T01795	1946	GCF_000284295.1_ASM28429v1_genomic.gff.gz	8773466
ORI96040561	GCF_000284275.1	NC_017082.1	REFSEQ	T01796	7230597	GCF_000284275.1_ASM28427v1_genomic.gff.gz	7231841
ORI96030521	GCF_000281175.1	NC_017079.1	REFSEQ	T01797	1054268	GCF_000281175.1_ASM28117v1_genomic.gff.gz	5144873
ORI96010006	GCF_000284095.1	NC_017068.1	REFSEQ	T01799	3003501	GCF_000284095.1_ASM28409v1_genomic.gff.gz	3003680
ORI96040708	GCF_000284115.1	NC_017080.1	REFSEQ	T01800	3802939	GCF_000284115.1_ASM28411v1_genomic.gff.gz	3803225
ORI96000372	GCF_000252365.1	NC_017065.1	REFSEQ	T01801	1275338	GCF_000252365.1_ASM25236v1_genomic.gff.gz	1275720
ORI96000373	GCF_000277285.1	NC_017066.1	REFSEQ	T01802	1111990	GCF_000277285.1_ASM27728v1_genomic.gff.gz	1112372
ORI96040560	GCF_000284255.1	NC_017075.1	REFSEQ	T01803	5043042	GCF_000284255.1_ASM28425v1_genomic.gff.gz	5043253
ORI96010009	GCF_000284335.1	NC_017096.1	REFSEQ	T01804	1306	GCF_000284335.1_ASM28433v1_genomic.gff.gz	1558103
ORI96030677	GCF_000235405.2	NC_017095.1	REFSEQ	T01808	1705411	GCF_000235405.2_ASM23540v3_genomic.gff.gz	2166381
ORI96010008	GCF_000284315.1	NC_017094.1	REFSEQ	T01809	2558885	GCF_000284315.1_ASM28431v1_genomic.gff.gz	2559538
ORI96000371	GCF_000277305.1	NC_017062.1	REFSEQ	T01810	1112575	GCF_000277305.1_ASM27730v1_genomic.gff.gz	1112957
ORI96010010	GCF_000242595.2	NC_017098.1	REFSEQ	T01811	1402	GCF_000242595.2_ASM24259v3_genomic.gff.gz	3285855
ORI96010639	GCF_000010845.1	NC_017100.1	REFSEQ	T01812	2896446	GCF_000010845.1_ASM1084v1_genomic.gff.gz	2907287
ORI96010642	GCF_000010865.1	NC_017121.1	REFSEQ	T01813	2895203	GCF_000010865.1_ASM1086v1_genomic.gff.gz	2906044
ORI96010640	GCF_000010965.1	NC_017108.1	REFSEQ	T01814	2893783	GCF_000010965.1_ASM1096v1_genomic.gff.gz	2904624
ORI96010643	GCF_000010885.1	NC_017125.1	REFSEQ	T01815	2896426	GCF_000010885.1_ASM1088v1_genomic.gff.gz	2907267
ORI96010644	GCF_000010905.1	NC_017146.1	REFSEQ	T01816	2896468	GCF_000010905.1_ASM1090v1_genomic.gff.gz	2907309
ORI96010641	GCF_000010925.1	NC_017111.1	REFSEQ	T01817	2893801	GCF_000010925.1_ASM1092v1_genomic.gff.gz	2904642
ORI96010645	GCF_000010945.1	NC_017150.1	REFSEQ	T01818	2804400	GCF_000010945.1_ASM1094v1_genomic.gff.gz	2815241
ORI96010013	GCF_000188215.1	NC_017162.1	REFSEQ	T01819	17714	GCF_000188215.1_ASM18821v1_genomic.gff.gz	3940614
ORI96010014	GCF_000219875.1	NC_017167.1	REFSEQ	T01821	1401	GCF_000219875.1_ASM21987v1_genomic.gff.gz	3124048
ORI96020515	GCF_000220945.1	NC_017186.1	ASM	T01822	1645	GCF_000220945.1_ASM22094v1_genomic.gff.gz	10236779
ORI96040562	GCF_000284355.1	NC_017187.1	REFSEQ	T01823	2256447	GCF_000284355.1_ASM28435v1_genomic.gff.gz	2256675
ORI96010019	GCF_000195515.1	NC_017188.1	REFSEQ	T01824	3937302	GCF_000195515.1_ASM19551v1_genomic.gff.gz	3937511
ORI96000653	GCF_000225445.1	NC_017256.1	REFSEQ	T01825	641549	GCF_000225445.1_ASM22544v1_genomic.gff.gz	641794
ORI96000651	GCF_000183305.1	NC_017254.1	REFSEQ	T01826	641552	GCF_000183305.1_ASM18330v1_genomic.gff.gz	641771
ORI96010204	GCF_000252445.1	NC_017790.1	REFSEQ	T01827	1363	GCF_000252445.1_ASM25244v1_genomic.gff.gz	3137147
ORI96000652	GCF_000183225.1	NC_017255.1	REFSEQ	T01828	641580	GCF_000183225.1_ASM18322v1_genomic.gff.gz	641799
ORI96000649	GCF_000183245.1	NC_017252.1	REFSEQ	T01829	641551	GCF_000183245.1_ASM18324v1_genomic.gff.gz	641770
ORI96000384	GCF_000225465.1	NC_017259.1	REFSEQ	T01830	615190	GCF_000225465.1_ASM22546v1_genomic.gff.gz	615380
ORI96000376	GCF_000222975.1	NC_017168.1	REFSEQ	T01831	1105762	GCF_000222975.1_ASM22297v1_genomic.gff.gz	4553770
ORI96000374	GCF_000022805.1	NC_017154.1	REFSEQ	T01832	4640610	GCF_000022805.1_ASM2280v1_genomic.gff.gz	4640720
ORI96000375	GCF_000022825.1	NC_017160.1	REFSEQ	T01833	4626834	GCF_000022825.1_ASM2282v1_genomic.gff.gz	4626944
ORI96040563	GCF_000284235.1	NC_017192.1	REFSEQ	T01834	2945447	GCF_000284235.1_ASM28423v1_genomic.gff.gz	2945673
ORI96010021	GCF_000204275.1	NC_017190.1	REFSEQ	T01835	3994866	GCF_000204275.1_ASM20427v1_genomic.gff.gz	3995227
ORI96010023	GCF_000221645.1	NC_017191.1	REFSEQ	T01836	3938842	GCF_000221645.1_ASM22164v1_genomic.gff.gz	3939203
ORI96010025	GCF_000227485.1	NC_017195.1	REFSEQ	T01837	4011447	GCF_000227485.1_ASM22748v1_genomic.gff.gz	4011949
ORI96010031	GCF_000193355.1	NC_017208.1	REFSEQ	T01838	5486549	GCF_000193355.1_ASM19335v1_genomic.gff.gz	5486830
ORI96010029	GCF_000190515.1	NC_017200.1	REFSEQ	T01839	5355333	GCF_000190515.1_ASM19051v1_genomic.gff.gz	5355490
ORI96000378	GCF_000025245.1	NC_017214.1	REFSEQ	T01840	637534	GCF_000025245.1_ASM2524v1_genomic.gff.gz	1942198
ORI97017047	GCF_000220885.1	NC_017215.1	ASM	T01842	1942929	GCF_000220885.1_ASM22088v1_genomic.gff.gz	1943113
ORI96010035	GCF_000092765.1	NC_017217.1	REFSEQ	T01843	1943837	GCF_000092765.1_ASM9276v1_genomic.gff.gz	1944050
ORI96010037	GCF_000213865.1	NC_017218.1	REFSEQ	T01844	2327250	GCF_000213865.1_ASM21386v1_genomic.gff.gz	2327492
ORI96010040	GCF_000219455.1	NC_017221.1	REFSEQ	T01845	2273371	GCF_000219455.1_ASM21945v1_genomic.gff.gz	2385301
ORI96000380	GCF_000212975.1	NC_017223.1	REFSEQ	T01846	4122513	GCF_000212975.1_ASM21297v1_genomic.gff.gz	4124236
ORI96030522	GCF_000223215.1	NC_017243.1	REFSEQ	T01847	10644	GCF_000223215.1_ASM22321v1_genomic.gff.gz	3304788
ORI96040566	GCF_000284375.1	NC_017249.1	REFSEQ	T01848	884002	GCF_000284375.1_ASM28437v1_genomic.gff.gz	9207384
ORI96040565	GCF_000192885.1	NC_017247.1	REFSEQ	T01849	1185565	GCF_000192885.1_ASM19288v1_genomic.gff.gz	1185778
ORI96000370	GCF_000255535.1	NC_017047.1	REFSEQ	T01850	4928358	GCF_000255535.1_ASM25553v1_genomic.gff.gz	4962173
ORI96030520	GCF_000284415.1	NC_017059.1	REFSEQ	T01851	2845937	GCF_000284415.1_ASM28441v2_genomic.gff.gz	3876289
ORI96040564	GCF_000192725.1	NC_017245.1	REFSEQ	T01852	1185402	GCF_000192725.1_ASM19272v1_genomic.gff.gz	1185615
ORI96040572	GCF_000227645.1	NC_017283.1	REFSEQ	T01853	1176545	GCF_000227645.1_ASM22764v1_genomic.gff.gz	1176758
ORI96010687	GCF_000025425.1	NC_017279.1	REFSEQ	T01854	1324	GCF_000025425.1_ASM2542v1_genomic.gff.gz	1635045
ORI96010688	GCF_000148705.1	NC_017280.1	REFSEQ	T01855	1324	GCF_000148705.1_ASM14870v1_genomic.gff.gz	1616648
ORI96010654	GCF_000184205.1	NC_017281.1	REFSEQ	T01856	1324	GCF_000184205.1_ASM18420v1_genomic.gff.gz	1681364
ORI96040573	GCF_000284435.1	NC_017294.1	REFSEQ	T01857	1585768	GCF_000284435.1_ASM28443v1_genomic.gff.gz	1586397
ORI96010658	GCF_000220965.1	NC_017293.1	REFSEQ	T01858	113355	GCF_000220965.1_ASM22096v1_genomic.gff.gz	138931
ORI96000449	GCF_000024145.1	NC_017285.1	REFSEQ	T01859	1240795	GCF_000024145.1_ASM2414v1_genomic.gff.gz	1241020
ORI96000451	GCF_000270405.1	NC_017289.1	REFSEQ	T01860	1172051	GCF_000270405.1_ASM27040v1_genomic.gff.gz	1172197
ORI96000454	GCF_000270425.1	NC_017292.1	REFSEQ	T01861	1172036	GCF_000270425.1_ASM27042v1_genomic.gff.gz	1172182
ORI96000452	GCF_000270445.1	NC_017290.1	REFSEQ	T01862	1171886	GCF_000270445.1_ASM27044v1_genomic.gff.gz	1172032
ORI96000453	GCF_000270385.1	NC_017291.1	REFSEQ	T01863	1169228	GCF_000270385.1_ASM27038v1_genomic.gff.gz	1169374
ORI96010045	GCF_000191905.1	NC_017295.1	REFSEQ	T01864	3940132	GCF_000191905.1_ASM19190v1_genomic.gff.gz	3940230
ORI96010047	GCF_000092345.1	NC_017297.1	REFSEQ	T01865	3992010	GCF_000092345.1_ASM9234v1_genomic.gff.gz	3993083
ORI96010043	GCF_000236585.1	NC_017278.1	REFSEQ	T01866	1389	GCF_000236585.1_ASM23658v1_genomic.gff.gz	2243772
ORI96010042	GCF_000214845.1	NC_017272.1	REFSEQ	T01867	1365	GCF_000214845.1_ASM21484v1_genomic.gff.gz	1863201
ORI96010041	GCF_000024485.1	NC_017268.1	REFSEQ	T01868	1399	GCF_000024485.1_ASM2448v1_genomic.gff.gz	1139281
ORI96010070	GCF_000210315.1	NC_017337.1	REFSEQ	T01869	2832265	GCF_000210315.1_ASM21031v1_genomic.gff.gz	2832478
ORI96010072	GCF_000144955.1	NC_017338.1	REFSEQ	T01870	2810706	GCF_000144955.1_ASM14495v1_genomic.gff.gz	2811435
ORI96040571	GCF_000221965.1	NC_017271.1	REFSEQ	T01872	4941173	GCF_000221965.1_ASM22196v1_genomic.gff.gz	4941214
ORI96020516	GCF_000186725.1	NC_017265.1	REFSEQ	T01874	4532022	GCF_000186725.1_ASM18672v1_genomic.gff.gz	4532063
ORI96000385	GCF_000175255.2	NC_017262.1	REFSEQ	T01875	1380318	GCF_000175255.2_ASM17525v2_genomic.gff.gz	2021773
ORI96010050	GCF_000144935.1	NC_017300.1	REFSEQ	T01876	2334139	GCF_000144935.1_ASM14493v2_genomic.gff.gz	2335113
ORI96010051	GCF_000144675.1	NC_017301.1	REFSEQ	T01877	2327324	GCF_000144675.1_ASM14467v1_genomic.gff.gz	2328208
ORI96010054	GCF_000221625.1	NC_017305.1	REFSEQ	T01879	2334349	GCF_000221625.1_ASM22162v1_genomic.gff.gz	2335323
ORI96010064	GCF_000215645.1	NC_017317.1	REFSEQ	T01880	2501125	GCF_000215645.1_ASM21564v1_genomic.gff.gz	2502095
ORI96010062	GCF_000172575.2	NC_017316.1	REFSEQ	T01882	1403	GCF_000172575.2_ASM17257v2_genomic.gff.gz	2739625
ORI96000390	GCF_000022245.1	NC_017328.1	REFSEQ	T01883	3972636	GCF_000022245.1_ASM2224v1_genomic.gff.gz	4650856
ORI96000388	GCF_000147775.2	NC_017322.1	REFSEQ	T01884	3275761	GCF_000147775.2_ASM14777v3_genomic.gff.gz	3671982
ORI96000389	GCF_000218265.1	NC_017325.1	REFSEQ	T01885	3506490	GCF_000218265.1_ASM21826v1_genomic.gff.gz	3908022
ORI96010076	GCF_000145595.1	NC_017341.1	REFSEQ	T01886	2923615	GCF_000145595.1_ASM14559v1_genomic.gff.gz	2924344
ORI96010080	GCF_000253135.1	NC_017343.1	REFSEQ	T01887	2729327	GCF_000253135.1_ASM25313v1_genomic.gff.gz	2729540
ORI96010082	GCF_000204665.1	NC_017347.1	REFSEQ	T01888	2913687	GCF_000204665.1_ASM20466v1_genomic.gff.gz	2913900
ORI96010078	GCF_000159535.2	NC_017342.1	REFSEQ	T01889	519920	GCF_000159535.2_ASM15953v2_genomic.gff.gz	2802675
ORI96010012	GCF_000225265.1	NC_017138.1	REFSEQ	T01890	4983687	GCF_000225265.1_ASM22526v1_genomic.gff.gz	4983975
ORI95030464	GCF_000284455.1	NC_017039.1	REFSEQ	T01891	324164	GCF_000284455.1_ASM28445v1_genomic.gff.gz	3570114
ORI97016847	GCF_000178935.2	NC_017360.1	ASM	T01892	121533	GCF_000178935.2_ASM17893v2_genomic.gff.gz	1566655
ORI97016841	GCF_000148665.1	NC_017357.1	ASM	T01893	1465498	GCF_000148665.1_ASM14866v1_genomic.gff.gz	1549666
ORI97016843	GCF_000148895.1	NC_017358.1	ASM	T01894	1551983	GCF_000148895.1_ASM14889v1_genomic.gff.gz	1635449
ORI97016837	GCF_000023805.1	NC_017354.1	ASM	T01898	1486645	GCF_000023805.1_ASM2380v1_genomic.gff.gz	1568826
ORI96000465	GCF_000092485.1	NC_017434.1	REFSEQ	T01900	719976	GCF_000092485.1_ASM9248v1_genomic.gff.gz	1042522
ORI96000466	GCF_000093005.1	NC_017436.1	REFSEQ	T01901	719974	GCF_000093005.1_ASM9300v1_genomic.gff.gz	1042520
ORI96000473	GCF_000092745.1	NC_017431.1	REFSEQ	T01902	720419	GCF_000092745.1_ASM9274v1_genomic.gff.gz	1043025
ORI96000476	GCF_000092665.1	NC_017439.1	REFSEQ	T01903	720403	GCF_000092665.1_ASM9266v1_genomic.gff.gz	1042996
ORI96000477	GCF_000092725.1	NC_017440.1	REFSEQ	T01904	720313	GCF_000092725.1_ASM9272v1_genomic.gff.gz	1042875
ORI96000472	GCF_000092705.1	NC_017430.1	REFSEQ	T01905	719799	GCF_000092705.1_ASM9270v1_genomic.gff.gz	1042354
ORI96000474	GCF_000092805.1	NC_017432.1	REFSEQ	T01906	720249	GCF_000092805.1_ASM9280v1_genomic.gff.gz	1042811
ORI96000471	GCF_000092685.1	NC_017429.1	REFSEQ	T01907	720248	GCF_000092685.1_ASM9268v1_genomic.gff.gz	1042810
ORI96030523	GCF_000223375.1	NC_017384.1	REFSEQ	T01909	2375001	GCF_000223375.1_ASM22337v1_genomic.gff.gz	2766400
ORI97016859	GCF_000270005.1	NC_017368.1	ASM	T01910	1496554	GCF_000270005.1_ASM27000v1_genomic.gff.gz	1575399
ORI97016857	GCF_000270065.1	NC_017367.1	ASM	T01912	1529264	GCF_000270065.1_ASM27006v1_genomic.gff.gz	1609006
ORI97016865	GCF_000192315.1	NC_017374.1	ASM	T01913	1463773	GCF_000192315.1_ASM19231v1_genomic.gff.gz	1548238
ORI97016875	GCF_000192335.1	NC_017381.1	ASM	T01914	1478354	GCF_000192335.1_ASM19233v1_genomic.gff.gz	1562832
ORI97016867	GCF_000213135.1	NC_017375.1	ASM	T01915	1535191	GCF_000213135.1_ASM21313v1_genomic.gff.gz	1617426
ORI97016863	GCF_000185185.1	NC_017372.1	ASM	T01918	1498528	GCF_000185185.1_ASM18518v1_genomic.gff.gz	1675918
ORI97016873	GCF_000224555.1	NC_017379.1	ASM	T01920	1562405	GCF_000224555.1_ASM22455v1_genomic.gff.gz	1646139
ORI96000612	GCF_000025365.1	NC_017502.1	REFSEQ	T01923	1012007	GCF_000025365.1_ASM2536v1_genomic.gff.gz	1012027
ORI96000613	GCF_000025385.1	NC_017503.1	REFSEQ	T01924	977591	GCF_000025385.1_ASM2538v1_genomic.gff.gz	977612
ORI96040605	GCF_000183185.1	NC_017509.1	REFSEQ	T01925	1393	GCF_000183185.1_ASM18318v1_genomic.gff.gz	925576
ORI96000611	GCF_000143945.1	NC_017504.1	REFSEQ	T01926	811033	GCF_000143945.1_ASM14394v1_genomic.gff.gz	811088
ORI96030547	GCF_000026965.1	NC_017501.1	REFSEQ	T01928	2264131	GCF_000026965.1_ASM2696v1_genomic.gff.gz	2277550
ORI96030551	GCF_000191425.1	NC_017513.1	REFSEQ	T01929	2170273	GCF_000191425.1_ASM19142v1_genomic.gff.gz	2184862
ORI96030552	GCF_000191465.1	NC_017514.1	REFSEQ	T01930	2209463	GCF_000191465.1_ASM19146v1_genomic.gff.gz	2223518
ORI96030550	GCF_000253215.1	NC_017512.1	REFSEQ	T01931	2213318	GCF_000253215.1_ASM25321v1_genomic.gff.gz	2227255
ORI96030548	GCF_000152165.1	NC_017505.1	REFSEQ	T01932	2228891	GCF_000152165.1_ASM15216v1_genomic.gff.gz	2242947
ORI96010053	GCF_000184925.1	NC_017304.1	REFSEQ	T01933	3561126	GCF_000184925.1_ASM18492v1_genomic.gff.gz	3561619
ORI96010099	GCF_000258385.1	NC_017462.1	REFSEQ	T01934	2336817	GCF_000258385.1_ASM25838v1_genomic.gff.gz	2337628
ORI96000391	GCF_000165815.1	NC_017445.1	REFSEQ	T01935	1279982	GCF_000165815.1_ASM16581v1_genomic.gff.gz	3909168
ORI96030525	GCF_000195535.1	NC_017450.1	REFSEQ	T01937	1913282	GCF_000195535.1_ASM19553v1_genomic.gff.gz	1913619
ORI96010091	GCF_000023305.1	NC_017453.1	REFSEQ	T01938	1892249	GCF_000023305.1_ASM2330v1_genomic.gff.gz	1892681
ORI96010097	GCF_000213955.1	NC_017456.1	REFSEQ	T01939	1726230	GCF_000213955.1_ASM21395v1_genomic.gff.gz	1726519
ORI96010093	GCF_000210155.1	NC_017454.1	REFSEQ	T01940	3713965	GCF_000210155.1_ASM21015v1_genomic.gff.gz	3714272
ORI96010095	GCF_000165465.1	NC_017455.1	REFSEQ	T01941	2309025	GCF_000165465.1_ASM16546v1_genomic.gff.gz	2309262
ORI96010101	GCF_000258405.1	NC_017464.1	REFSEQ	T01943	3658384	GCF_000258405.1_ASM25840v1_genomic.gff.gz	3658997
ORI96010607	GCF_000211295.1	NC_017519.1	REFSEQ	T01945	473710	GCF_000211295.1_ASM21129v1_genomic.gff.gz	829709
ORI96030554	GCF_000191445.1	NC_017516.1	REFSEQ	T01946	2226830	GCF_000191445.1_ASM19144v1_genomic.gff.gz	2240883
ORI96030555	GCF_000191485.1	NC_017517.1	REFSEQ	T01947	2273878	GCF_000191485.1_ASM19148v1_genomic.gff.gz	2287777
ORI96030553	GCF_000191505.1	NC_017515.1	REFSEQ	T01948	2236582	GCF_000191505.1_ASM19150v1_genomic.gff.gz	2250449
ORI96030556	GCF_000191525.1	NC_017518.1	REFSEQ	T01949	2234913	GCF_000191525.1_ASM19152v1_genomic.gff.gz	2248966
ORI96010086	GCF_000239235.1	NC_017351.1	REFSEQ	T01950	2846333	GCF_000239235.1_ASM23923v1_genomic.gff.gz	2846546
ORI96010088	GCF_000270465.1	NC_017353.1	REFSEQ	T01951	2595756	GCF_000270465.1_ASM27046v1_genomic.gff.gz	2595888
ORI96010107	GCF_000194115.1	NC_017470.1	REFSEQ	T01954	1893968	GCF_000194115.1_ASM19411v1_genomic.gff.gz	1894401
ORI96010111	GCF_000194765.1	NC_017474.1	REFSEQ	T01955	3069199	GCF_000194765.1_ASM19476v1_genomic.gff.gz	3069926
ORI96010109	GCF_000194785.1	NC_017473.1	REFSEQ	T01956	3038315	GCF_000194785.1_ASM19478v1_genomic.gff.gz	3039042
ORI96010106	GCF_000191165.1	NC_017469.1	REFSEQ	T01957	1872532	GCF_000191165.1_ASM19116v1_genomic.gff.gz	1872918
ORI96010103	GCF_000210515.1	NC_017465.1	REFSEQ	T01958	2099285	GCF_000210515.1_ASM21051v1_genomic.gff.gz	2100449
ORI96010104	GCF_000189515.1	NC_017467.1	REFSEQ	T01959	2145416	GCF_000189515.1_ASM18951v1_genomic.gff.gz	2145899
ORI96010112	GCF_000204985.1	NC_017477.1	REFSEQ	T01960	1965857	GCF_000204985.1_ASM20498v1_genomic.gff.gz	1966342
ORI96010121	GCF_000233755.1	NC_017491.1	REFSEQ	T01961	2959758	GCF_000233755.1_ASM23375v1_genomic.gff.gz	2960339
ORI96010119	GCF_000269945.1	NC_017490.1	REFSEQ	T01963	1963711	GCF_000269945.1_ASM26994v1_genomic.gff.gz	1963964
ORI96010117	GCF_000192705.1	NC_017486.1	REFSEQ	T01964	1726	GCF_000192705.1_ASM19270v1_genomic.gff.gz	2399458
ORI96010122	GCF_000236475.1	NC_017492.1	REFSEQ	T01965	1709	GCF_000236475.1_ASM23647v1_genomic.gff.gz	2452616
ORI96000467	GCF_000210495.1	NC_017441.1	REFSEQ	T01966	720839	GCF_000210495.1_ASM21049v1_genomic.gff.gz	1042839
ORI96040582	GCF_000218585.1	NC_017538.1	REFSEQ	T01967	3538285	GCF_000218585.1_ASM21858v1_genomic.gff.gz	3539447
ORI96010131	GCF_000237325.1	NC_017542.1	REFSEQ	T01968	1348	GCF_000237325.1_ASM23732v1_genomic.gff.gz	5864546
ORI96000394	GCF_000233595.1	NC_017554.1	REFSEQ	T01970	77740	GCF_000233595.1_ASM23359v1_genomic.gff.gz	4586378
ORI96040581	GCF_000213155.1	NC_017534.1	REFSEQ	T01971	2494320	GCF_000213155.1_ASM21315v1_genomic.gff.gz	2494578
ORI96010142	GCF_000231215.1	NC_017550.1	REFSEQ	T01972	996159	GCF_000231215.1_ASM23121v1_genomic.gff.gz	2488626
ORI96010140	GCF_000226155.1	NC_017548.1	REFSEQ	T01973	6327711	GCF_000226155.1_ASM22615v1_genomic.gff.gz	6327754
ORI96010141	GCF_000284555.1	NC_017549.1	REFSEQ	T01974	6764470	GCF_000284555.1_ASM28455v1_genomic.gff.gz	6764661
ORI96010126	GCF_000183645.1	NC_017530.1	REFSEQ	T01975	79138	GCF_000183645.1_ASM18364v1_genomic.gff.gz	5731541
ORI96010127	GCF_000195105.1	NC_017532.1	REFSEQ	T01976	4689904	GCF_000195105.1_ASM19510v1_genomic.gff.gz	4689946
ORI96000395	GCF_000022785.1	NC_017560.1	REFSEQ	T01977	1111229	GCF_000022785.1_ASM2278v1_genomic.gff.gz	1111612
ORI96010145	GCF_000182875.1	NC_017563.1	REFSEQ	T01978	1831896	GCF_000182875.1_ASM18287v1_genomic.gff.gz	1831949
ORI96010143	GCF_000148405.1	NC_017562.1	REFSEQ	T01979	1121554	GCF_000148405.1_ASM14840v1_genomic.gff.gz	2491203
ORI96010647	GCF_000165575.1	NC_017452.1	REFSEQ	T01980	1818685	GCF_000165575.1_ASM16557v1_genomic.gff.gz	1819370
ORI96010646	GCF_000165525.1	NC_017451.1	REFSEQ	T01981	1931795	GCF_000165525.1_ASM16552v1_genomic.gff.gz	1932306
ORI96000393	GCF_000220485.1	NC_017540.1	REFSEQ	T01982	4997031	GCF_000220485.1_ASM22048v1_genomic.gff.gz	5259571
ORI96010690	GCF_000231175.1	NC_017552.1	REFSEQ	T01983	356163	GCF_000231175.1_ASM23117v1_genomic.gff.gz	359372
ORI96010133	GCF_000168695.2	NC_017544.1	REFSEQ	T01984	2902920	GCF_000168695.2_ASM16869v2_genomic.gff.gz	2903106
ORI96010137	GCF_000168575.2	NC_017546.1	REFSEQ	T01985	2973347	GCF_000168575.2_ASM16857v2_genomic.gff.gz	2973801
ORI96010139	GCF_000168595.2	NC_017547.1	REFSEQ	T01986	2874245	GCF_000168595.2_ASM16859v2_genomic.gff.gz	2874431
ORI96010135	GCF_000168635.2	NC_017545.1	REFSEQ	T01987	3000278	GCF_000168635.2_ASM16863v2_genomic.gff.gz	3000464
ORI96010130	GCF_000218305.1	NC_017537.1	REFSEQ	T01988	2975978	GCF_000218305.1_ASM21830v1_genomic.gff.gz	2976163
ORI96010125	GCF_000209755.1	NC_017529.1	REFSEQ	T01989	2979013	GCF_000209755.1_ASM20975v1_genomic.gff.gz	2979198
ORI96010624	GCF_000270365.1	NC_017522.1	REFSEQ	T01992	4404519	GCF_000270365.1_ASM27036v1_genomic.gff.gz	4405981
ORI96040578	GCF_000224435.1	NC_017524.1	REFSEQ	T01993	4397923	GCF_000224435.1_ASM22443v1_genomic.gff.gz	4398525
ORI96000403	GCF_000148365.1	NC_017631.1	REFSEQ	T01995	4295505	GCF_000148365.1_ASM14836v1_genomic.gff.gz	5131397
ORI96000400	GCF_000023365.1	NC_017625.1	REFSEQ	T01996	4588458	GCF_000023365.1_ASM2336v1_genomic.gff.gz	4630707
ORI96000402	GCF_000025745.1	NC_017628.1	REFSEQ	T01997	4299395	GCF_000025745.1_ASM2574v1_genomic.gff.gz	5108383
ORI96000411	GCF_000227625.1	NC_017646.1	REFSEQ	T01999	4470598	GCF_000227625.1_ASM22762v1_genomic.gff.gz	5313531
ORI96000404	GCF_000148605.1	NC_017632.1	REFSEQ	T02000	3928563	GCF_000148605.1_ASM14860v1_genomic.gff.gz	4993013
ORI96000409	GCF_000212715.2	NC_017641.1	REFSEQ	T02001	4428558	GCF_000212715.2_ASM21271v2_genomic.gff.gz	5186416
ORI96000407	GCF_000184185.1	NC_017635.1	REFSEQ	T02002	4153064	GCF_000184185.1_ASM18418v1_genomic.gff.gz	4900968
ORI96000413	GCF_000233895.1	NC_017652.1	REFSEQ	T02003	4248599	GCF_000233895.1_ASM23389v1_genomic.gff.gz	5038386
ORI96000412	GCF_000233875.1	NC_017651.1	REFSEQ	T02004	4248599	GCF_000233875.1_ASM23387v1_genomic.gff.gz	5038386
ORI96010660	GCF_000215325.1	NC_017574.1	REFSEQ	T02005	3481051	GCF_000215325.1_ASM21532v1_genomic.gff.gz	3481091
ORI96000397	GCF_000225955.1	NC_017584.1	REFSEQ	T02006	4154190	GCF_000225955.1_ASM22595v1_genomic.gff.gz	4352825
ORI96030526	GCF_000191565.1	NC_017569.1	REFSEQ	T02007	1116589	GCF_000191565.1_ASM19156v1_genomic.gff.gz	2166384
ORI96010150	GCF_000189495.1	NC_017568.1	REFSEQ	T02008	2572197	GCF_000189495.1_ASM18949v1_genomic.gff.gz	2572216
ORI96010160	GCF_000258245.1	NC_017587.1	REFSEQ	T02009	1365	GCF_000258245.1_ASM25824v1_genomic.gff.gz	1902595
ORI96020517	GCF_000253175.1	NC_017564.1	REFSEQ	T02010	3044227	GCF_000253175.1_ASM25317v1_genomic.gff.gz	4553420
ORI96000399	GCF_000258365.1	NC_017623.1	REFSEQ	T02011	1	GCF_000258365.1_ASM25836v1_genomic.gff.gz	4750465
ORI96000396	GCF_000214805.1	NC_017573.1	REFSEQ	T02012	5409737	GCF_000214805.1_ASM21480v1_genomic.gff.gz	5442549
ORI96010154	GCF_000215895.1	NC_017579.1	REFSEQ	T02013	139	GCF_000215895.1_ASM21589v1_genomic.gff.gz	5242964
ORI96010151	GCF_000147735.2	NC_017571.1	REFSEQ	T02014	5065682	GCF_000147735.2_ASM14773v3_genomic.gff.gz	5066051
ORI96010146	GCF_000169215.2	NC_017566.1	REFSEQ	T02015	4839883	GCF_000169215.2_ASM16921v2_genomic.gff.gz	4840251
ORI96010159	GCF_000184345.1	NC_017583.1	REFSEQ	T02016	2559924	GCF_000184345.1_ASM18434v2_genomic.gff.gz	2560222
ORI96010148	GCF_000188715.1	NC_017567.1	REFSEQ	T02017	2159260	GCF_000188715.1_ASM18871v1_genomic.gff.gz	2159491
ORI96010153	GCF_000270145.1	NC_017576.1	REFSEQ	T02018	2362241	GCF_000270145.1_ASM27014v1_genomic.gff.gz	2362241
ORI96010171	GCF_000230295.1	NC_017596.1	REFSEQ	T02019	1590	GCF_000230295.1_ASM23029v1_genomic.gff.gz	1827308
ORI96010183	GCF_000233575.1	NC_017622.1	REFSEQ	T02020	2038208	GCF_000233575.1_ASM23357v1_genomic.gff.gz	2038409
ORI96010181	GCF_000231905.1	NC_017621.1	REFSEQ	T02021	2182858	GCF_000231905.1_ASM23190v1_genomic.gff.gz	2183059
ORI96010179	GCF_000231885.1	NC_017620.1	REFSEQ	T02022	2177455	GCF_000231885.1_ASM23188v1_genomic.gff.gz	2177656
